Unnamed: 0,id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
79,960,OSS2,960,turbine,39.24821407,-74.08017337,4.0,4.0,4.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,579371.0536,4344724.861,14534.33707,11367.691,1.157667178626759,0
80,978,OSS3,978,turbine,39.26664154,-74.06843828,4.0,4.0,4.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,580362.6392,4346780.274,15525.9227,13423.104,1.157656811161241,0
81,1027,OSS1,1027,turbine,39.29560879,-74.23660336,4.0,5.0,4.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,565828.3021,4349859.189,991.585617,16502.0189,1.1576910690703426,0
82,961,OSS2,961,turbine,39.24985173,-74.06746991,4.0,5.0,4.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,580465.372,4344917.819,15628.65547,11560.64892,1.1576648135927468,0
83,977,OSS3,977,turbine,39.26500381,-74.08114476,4.0,5.0,4.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,579268.3208,4346587.316,14431.6043,13230.146,,0
84,962,OSS2,962,turbine,39.251488,-74.05476588,4.0,6.0,4.0,6.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,581559.6904,4345110.776,16722.97388,11753.60678,1.157662671665532,0
85,963,OSS2,963,turbine,39.25312288,-74.0420613,4.0,7.0,4.0,7.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,582654.0088,4345303.734,17817.29227,11946.56461,1.157658871210132,0
86,964,OSS2,964,turbine,39.25475636,-74.02935615,4.0,8.0,4.0,8.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,583748.3271,4345496.692,18911.61063,12139.52242,1.157656627814572,0
87,1012,OSS1,1012,turbine,39.28872669,-74.1593519,5.0,0.0,5.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,572496.9451,4349154.48,7660.228609,15797.31044,0.603172964076498,0
88,925,OSS2,925,turbine,39.21135519,-74.10362491,5.0,0.0,5.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,577387.8824,4340614.034,12551.1659,7256.86421,5.103172483310512,0
89,983,OSS3,983,turbine,39.27480927,-74.00489744,5.0,0.0,5.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,585834.2311,4347745.063,20997.5146,14387.893,5.162889924310971,0
90,1011,OSS1,1011,turbine,39.28707907,-74.17206044,5.0,1.0,5.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,571402.6267,4348961.522,6565.910216,15604.3527,1.1576801790023092,0
91,915,OSS2,915,turbine,39.20111808,-74.0518721,5.0,1.0,5.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,581867.8886,4339523.41,17031.17215,6166.24018,4.650857992494366,0
92,967,OSS3,967,turbine,39.25964844,-73.99123733,5.0,1.0,5.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,587031.2822,4346075.566,22194.5657,12718.396,1.1576684298542443,0
93,989,OSS1,989,turbine,39.27028991,-74.17106714,5.0,2.0,5.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,571505.3595,4347099.067,6668.642973,13741.89711,1.9175461238940408,0
94,916,OSS2,916,turbine,39.20275276,-74.03917655,5.0,2.0,5.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,582962.207,4339716.368,18125.49052,6359.19801,1.1576624217321072,0
95,950,OSS3,950,turbine,39.24285821,-73.99028745,5.0,2.0,5.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,587134.015,4344213.11,22297.2985,10855.94,3.663754862918732,0
96,988,OSS1,988,turbine,39.26864096,-74.18377208,5.0,3.0,5.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,570411.0411,4346906.109,5574.324601,13548.93925,1.1576829088868397,0
97,917,OSS2,917,turbine,39.20438606,-74.02648045,5.0,3.0,5.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,584056.5253,4339909.326,19219.80882,6552.15589,1.1576589283991072,0
98,951,OSS3,951,turbine,39.24448605,-73.97758308,5.0,3.0,5.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,588228.3334,4344406.068,23391.6169,11048.898,1.1576586593157696,0
99,987,OSS1,987,turbine,39.26699062,-74.19647646,5.0,4.0,5.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,569316.7227,4346713.151,4480.006203,13355.98139,1.1576863208890105,0
100,918,OSS2,918,turbine,39.20601796,-74.01378378,5.0,4.0,5.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,585150.8437,4340102.283,20314.12722,6745.11373,1.157656811161241,0
101,986,OSS1,986,turbine,39.26533889,-74.20918026,5.0,5.0,5.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,568222.4044,4346520.193,3385.68788,13163.0235,1.1576880751406464,0
102,1033,OSS1,1033,turbine,39.30551588,-74.1603426,6.0,0.0,6.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,572394.2123,4351016.936,7557.495858,17659.76605,1.9340791353444813,0
103,942,OSS2,942,turbine,39.22978528,-74.09190224,6.0,0.0,6.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,578379.4679,4342669.447,13542.75146,9312.2777,5.162889924310971,0
104,999,OSS3,999,turbine,39.2867027,-74.04398635,6.0,0.0,6.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,582448.5432,4349028.645,17611.8267,15671.475,3.2002727603764143,0
105,1048,OSS1,1048,turbine,39.32230501,-74.16133369,6.0,1.0,6.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,572291.4796,4352879.391,7454.763099,19522.22159,1.917532140469476,0
106,943,OSS2,943,turbine,39.23142427,-74.07920236,6.0,1.0,6.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,579473.7863,4342862.405,14637.06985,9505.23548,1.1576684298542443,0
107,998,OSS3,998,turbine,39.2850677,-74.05669697,6.0,1.0,6.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,581354.2248,4348835.688,16517.5083,15478.518,1.157672858036878,0
108,1047,OSS1,1047,turbine,39.32065724,-74.17404827,6.0,2.0,6.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,571197.1612,4352686.433,6360.44471,19329.2637,1.1576779734795108,0
109,930,OSS2,930,turbine,39.21954285,-74.04013776,6.0,2.0,6.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,582859.4742,4341578.823,18022.75771,8221.65353,3.663754862918732,0
110,997,OSS3,997,turbine,39.2834313,-74.06940704,6.0,2.0,6.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,580259.9065,4348642.73,15423.19,15285.56,2.104199834678651,0
111,1046,OSS1,1046,turbine,39.31900808,-74.18676229,6.0,3.0,6.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,570102.8429,4352493.476,5266.126393,19136.30587,1.1576814314517372,0
112,931,OSS2,931,turbine,39.22117621,-74.02743864,6.0,3.0,6.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,583953.7926,4341771.781,19117.07608,8414.61136,1.1576586593157696,0
113,996,OSS3,996,turbine,39.28179351,-74.08211654,6.0,3.0,6.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,579165.5881,4348449.772,14328.8716,15092.602,1.157669649539931,0
114,1060,OSS1,1060,turbine,39.33744625,-74.1750428,6.0,4.0,6.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,571094.4285,4354548.889,6257.711971,21191.71922,2.333354363955696,0
115,932,OSS2,932,turbine,39.22280817,-74.01473896,6.0,4.0,6.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,585048.111,4341964.739,20211.39449,8607.56926,1.157655663809679,0
116,933,OSS2,933,turbine,39.22443875,-74.00203873,6.0,5.0,6.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,586142.4293,4342157.697,21305.71285,8800.52712,1.1576522226935335,0
117,1061,OSS1,1061,turbine,39.33909409,-74.16232518,7.0,0.0,7.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,572188.7469,4354741.847,7352.030381,21384.67706,5.616805706376369,0
118,940,OSS2,940,turbine,39.22650313,-74.1173003,7.0,0.0,7.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,576190.8312,4342283.532,11354.11471,8926.36196,3.2002727603764143,0
119,1002,OSS3,1002,turbine,39.29159934,-74.00585108,7.0,0.0,7.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,585731.4984,4349607.519,20894.7819,16250.349,2.396139665477113,0
120,1074,OSS1,1074,turbine,39.35588311,-74.16331708,7.0,1.0,7.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,572086.0141,4356604.302,7249.297577,23247.13257,1.9175212321946216,0
121,941,OSS2,941,turbine,39.2281449,-74.10460156,7.0,1.0,7.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,577285.1496,4342476.49,12448.43308,9119.31983,1.157672858036878,0
122,984,OSS3,984,turbine,39.27643863,-73.99218759,7.0,1.0,7.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,586928.5495,4347938.021,22091.833,14580.851,2.104206788397096,0
